level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11
845,35,0,0,0,0,0,0,0,0,0,0
1057,3,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
867,6,0,0,0,0,0,0,0,0,0,0
1633,56,0,0,0,0,0,0,0,0,0,0
1087,25,0,0,0,0,0,0,0,0,0,0
826,32,0,0,0,0,0,0,0,0,0,0
1087,56,0,0,0,0,0,0,0,0,0,0
1529,53,0,0,0,0,0,0,0,0,0,0
1217,56,0,0,0,0,0,0,0,0,0,0
277,3,0,0,0,0,0,0,0,0,0,0
326,25,0,0,0,0,0,0,0,0,0,0
791,56,0,0,0,0,0,0,0,0,0,0
372,7,0,0,0,0,0,0,0,0,0,0
1087,57,0,0,0,0,0,0,0,0,0,0
70,56,0,0,0,0,0,0,0,0,0,0
22,67,0,0,0,0,0,0,0,0,0,0
1429,4,0,0,0,0,0,0,0,0,0,0
401,3,0,0,0,0,0,0,0,0,0,0
1367,6,0,0,0,0,0,0,0,0,0,0
1529,6,0,0,0,0,0,0,0,0,0,0
1087,56,0,0,0,0,0,0,0,0,0,0
325,53,0,0,0,0,0,0,0,0,0,0
1217,56,0,0,0,0,0,0,0,0,0,0
325,7,0,0,0,0,0,0,0,0,0,0
705,67,0,0,0,0,0,0,0,0,0,0
1087,35,0,0,0,0,0,0,0,0,0,0
1087,25,0,0,0,0,0,0,0,0,0,0
705,6,0,0,0,0,0,0,0,0,0,0
1057,32,0,0,0,0,0,0,0,0,0,0
1058,35,0,0,0,0,0,0,0,0,0,0
1217,56,0,0,0,0,0,0,0,0,0,0
325,3,0,0,0,0,0,0,0,0,0,0
300,59,0,0,0,0,0,0,0,0,0,0
1057,19,0,0,0,0,0,0,0,0,0,0
1057,57,0,0,0,0,0,0,0,0,0,0
384,60,0,0,0,0,0,0,0,0,0,0
826,56,0,0,0,0,0,0,0,0,0,0
372,60,0,0,0,0,0,0,0,0,0,0
705,53,0,0,0,0,0,0,0,0,0,0
401,56,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0
277,58,0,0,0,0,0,0,0,0,0,0
1057,32,0,0,0,0,0,0,0,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0
1087,56,0,0,0,0,0,0,0,0,0,0
826,12,0,0,0,0,0,0,0,0,0,0
325,35,0,0,0,0,0,0,0,0,0,0
791,56,0,0,0,0,0,0,0,0,0,0
325,56,0,0,0,0,0,0,0,0,0,0
22,19,0,0,0,0,0,0,0,0,0,0
326,14,0,0,0,0,0,0,0,0,0,0
1633,59,0,0,0,0,0,0,0,0,0,0
401,58,0,0,0,0,0,0,0,0,0,0
1217,19,0,0,0,0,0,0,0,0,0,0
401,6,0,0,0,0,0,0,0,0,0,0
70,56,0,0,0,0,0,0,0,0,0,0
695,32,0,0,0,0,0,0,0,0,0,0
401,32,0,0,0,0,0,0,0,0,0,0
1429,11,0,0,0,0,0,0,0,0,0,0
695,19,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
1592,19,0,0,0,0,0,0,0,0,0,0
845,53,0,0,0,0,0,0,0,0,0,0
1294,35,0,0,0,0,0,0,0,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0
1529,11,0,0,0,0,0,0,0,0,0,0
325,32,0,0,0,0,0,0,0,0,0,0
1429,11,0,0,0,0,0,0,0,0,0,0
372,56,0,0,0,0,0,0,0,0,0,0
1429,3,0,0,0,0,0,0,0,0,0,0
1,59,0,0,0,0,0,0,0,0,0,0
325,58,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0
791,57,0,0,0,0,0,0,0,0,0,0
384,32,0,0,0,0,0,0,0,0,0,0
1057,59,0,0,0,0,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,0,0
325,4,0,0,0,0,0,0,0,0,0,0
1592,6,0,0,0,0,0,0,0,0,0,0
70,25,0,0,0,0,0,0,0,0,0,0
