level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11
668,21,0,0,0,0,0,0,0,0,0,0
1600,31,0,0,0,0,0,0,0,0,0,0
340,48,0,0,0,0,0,0,0,0,0,0
842,54,0,0,0,0,0,0,0,0,0,0
340,54,0,0,0,0,0,0,0,0,0,0
747,80,0,0,0,0,0,0,0,0,0,0
1648,31,0,0,0,0,0,0,0,0,0,0
953,43,0,0,0,0,0,0,0,0,0,0
747,70,0,0,0,0,0,0,0,0,0,0
1723,37,0,0,0,0,0,0,0,0,0,0
1648,48,0,0,0,0,0,0,0,0,0,0
1032,70,0,0,0,0,0,0,0,0,0,0
1446,43,0,0,0,0,0,0,0,0,0,0
668,31,0,0,0,0,0,0,0,0,0,0
1233,13,0,0,0,0,0,0,0,0,0,0
1335,48,0,0,0,0,0,0,0,0,0,0
1446,85,0,0,0,0,0,0,0,0,0,0
1233,48,0,0,0,0,0,0,0,0,0,0
248,85,0,0,0,0,0,0,0,0,0,0
995,43,0,0,0,0,0,0,0,0,0,0
668,43,0,0,0,0,0,0,0,0,0,0
1093,21,0,0,0,0,0,0,0,0,0,0
248,31,0,0,0,0,0,0,0,0,0,0
1570,16,0,0,0,0,0,0,0,0,0,0
535,31,0,0,0,0,0,0,0,0,0,0
1224,63,0,0,0,0,0,0,0,0,0,0
535,80,0,0,0,0,0,0,0,0,0,0
340,31,0,0,0,0,0,0,0,0,0,0
424,77,0,0,0,0,0,0,0,0,0,0
1093,70,0,0,0,0,0,0,0,0,0,0
819,19,0,0,0,0,0,0,0,0,0,0
774,63,0,0,0,0,0,0,0,0,0,0
217,31,0,0,0,0,0,0,0,0,0,0
1723,57,0,0,0,0,0,0,0,0,0,0
1368,21,0,0,0,0,0,0,0,0,0,0
217,16,0,0,0,0,0,0,0,0,0,0
1335,20,0,0,0,0,0,0,0,0,0,0
1224,38,0,0,0,0,0,0,0,0,0,0
1197,85,0,0,0,0,0,0,0,0,0,0
805,15,0,0,0,0,0,0,0,0,0,0
747,57,0,0,0,0,0,0,0,0,0,0
747,80,0,0,0,0,0,0,0,0,0,0
995,77,0,0,0,0,0,0,0,0,0,0
1723,15,0,0,0,0,0,0,0,0,0,0
248,43,0,0,0,0,0,0,0,0,0,0
1570,81,0,0,0,0,0,0,0,0,0,0
1446,57,0,0,0,0,0,0,0,0,0,0
842,13,0,0,0,0,0,0,0,0,0,0
1028,21,0,0,0,0,0,0,0,0,0,0
1233,7,0,0,0,0,0,0,0,0,0,0
1335,3,0,0,0,0,0,0,0,0,0,0
668,80,0,0,0,0,0,0,0,0,0,0
1032,75,0,0,0,0,0,0,0,0,0,0
474,85,0,0,0,0,0,0,0,0,0,0
1233,22,0,0,0,0,0,0,0,0,0,0
1445,37,0,0,0,0,0,0,0,0,0,0
953,77,0,0,0,0,0,0,0,0,0,0
322,38,0,0,0,0,0,0,0,0,0,0
1570,16,0,0,0,0,0,0,0,0,0,0
703,21,0,0,0,0,0,0,0,0,0,0
1571,16,0,0,0,0,0,0,0,0,0,0
703,22,0,0,0,0,0,0,0,0,0,0
1032,16,0,0,0,0,0,0,0,0,0,0
535,77,0,0,0,0,0,0,0,0,0,0
1600,70,0,0,0,0,0,0,0,0,0,0
904,81,0,0,0,0,0,0,0,0,0,0
1044,21,0,0,0,0,0,0,0,0,0,0
1520,75,0,0,0,0,0,0,0,0,0,0
747,70,0,0,0,0,0,0,0,0,0,0
1028,20,0,0,0,0,0,0,0,0,0,0
1446,7,0,0,0,0,0,0,0,0,0,0
1233,43,0,0,0,0,0,0,0,0,0,0
1561,85,0,0,0,0,0,0,0,0,0,0
1723,21,0,0,0,0,0,0,0,0,0,0
953,31,0,0,0,0,0,0,0,0,0,0
1274,43,0,0,0,0,0,0,0,0,0,0
1044,75,0,0,0,0,0,0,0,0,0,0
1208,16,0,0,0,0,0,0,0,0,0,0
953,21,0,0,0,0,0,0,0,0,0,0
1044,81,0,0,0,0,0,0,0,0,0,0
1445,20,0,0,0,0,0,0,0,0,0,0
1600,54,0,0,0,0,0,0,0,0,0,0
995,37,0,0,0,0,0,0,0,0,0,0
248,70,0,0,0,0,0,0,0,0,0,0
217,39,0,0,0,0,0,0,0,0,0,0
340,70,0,0,0,0,0,0,0,0,0,0
805,77,0,0,0,0,0,0,0,0,0,0
819,80,0,0,0,0,0,0,0,0,0,0
424,13,0,0,0,0,0,0,0,0,0,0
1446,37,0,0,0,0,0,0,0,0,0,0
1368,38,0,0,0,0,0,0,0,0,0,0
1446,15,0,0,0,0,0,0,0,0,0,0
217,3,0,0,0,0,0,0,0,0,0,0
953,48,0,0,0,0,0,0,0,0,0,0
842,31,0,0,0,0,0,0,0,0,0,0
1723,19,0,0,0,0,0,0,0,0,0,0
1032,81,0,0,0,0,0,0,0,0,0,0
747,48,0,0,0,0,0,0,0,0,0,0
1233,19,0,0,0,0,0,0,0,0,0,0
1446,38,0,0,0,0,0,0,0,0,0,0
796,22,0,0,0,0,0,0,0,0,0,0
217,43,0,0,0,0,0,0,0,0,0,0
774,75,0,0,0,0,0,0,0,0,0,0
1233,3,0,0,0,0,0,0,0,0,0,0
217,16,0,0,0,0,0,0,0,0,0,0
1274,38,0,0,0,0,0,0,0,0,0,0
1335,70,0,0,0,0,0,0,0,0,0,0
774,16,0,0,0,0,0,0,0,0,0,0
1723,16,0,0,0,0,0,0,0,0,0,0
995,16,0,0,0,0,0,0,0,0,0,0
1723,31,0,0,0,0,0,0,0,0,0,0
703,37,0,0,0,0,0,0,0,0,0,0
1571,19,0,0,0,0,0,0,0,0,0,0
254,75,0,0,0,0,0,0,0,0,0,0
1570,20,0,0,0,0,0,0,0,0,0,0
1197,31,0,0,0,0,0,0,0,0,0,0
819,19,0,0,0,0,0,0,0,0,0,0
1233,70,0,0,0,0,0,0,0,0,0,0
424,37,0,0,0,0,0,0,0,0,0,0
1105,70,0,0,0,0,0,0,0,0,0,0
904,37,0,0,0,0,0,0,0,0,0,0
1335,48,0,0,0,0,0,0,0,0,0,0
796,75,0,0,0,0,0,0,0,0,0,0
1224,37,0,0,0,0,0,0,0,0,0,0
747,22,0,0,0,0,0,0,0,0,0,0
217,57,0,0,0,0,0,0,0,0,0,0
1197,19,0,0,0,0,0,0,0,0,0,0
904,43,0,0,0,0,0,0,0,0,0,0
1561,3,0,0,0,0,0,0,0,0,0,0
254,3,0,0,0,0,0,0,0,0,0,0
1044,20,0,0,0,0,0,0,0,0,0,0
703,81,0,0,0,0,0,0,0,0,0,0
1561,77,0,0,0,0,0,0,0,0,0,0
535,3,0,0,0,0,0,0,0,0,0,0
1197,39,0,0,0,0,0,0,0,0,0,0
322,85,0,0,0,0,0,0,0,0,0,0
703,81,0,0,0,0,0,0,0,0,0,0
535,39,0,0,0,0,0,0,0,0,0,0
995,57,0,0,0,0,0,0,0,0,0,0
340,3,0,0,0,0,0,0,0,0,0,0
1723,43,0,0,0,0,0,0,0,0,0,0
1723,38,0,0,0,0,0,0,0,0,0,0
953,85,0,0,0,0,0,0,0,0,0,0
474,16,0,0,0,0,0,0,0,0,0,0
1723,80,0,0,0,0,0,0,0,0,0,0
1723,81,0,0,0,0,0,0,0,0,0,0
1571,15,0,0,0,0,0,0,0,0,0,0
969,39,0,0,0,0,0,0,0,0,0,0
322,48,0,0,0,0,0,0,0,0,0,0
1561,21,0,0,0,0,0,0,0,0,0,0
1105,38,0,0,0,0,0,0,0,0,0,0
819,19,0,0,0,0,0,0,0,0,0,0
1570,31,0,0,0,0,0,0,0,0,0,0
842,85,0,0,0,0,0,0,0,0,0,0
1446,43,0,0,0,0,0,0,0,0,0,0
254,19,0,0,0,0,0,0,0,0,0,0
248,13,0,0,0,0,0,0,0,0,0,0
322,3,0,0,0,0,0,0,0,0,0,0
747,70,0,0,0,0,0,0,0,0,0,0
1224,16,0,0,0,0,0,0,0,0,0,0
248,70,0,0,0,0,0,0,0,0,0,0
819,75,0,0,0,0,0,0,0,0,0,0
953,63,0,0,0,0,0,0,0,0,0,0
217,39,0,0,0,0,0,0,0,0,0,0
322,13,0,0,0,0,0,0,0,0,0,0
1446,85,0,0,0,0,0,0,0,0,0,0
1274,70,0,0,0,0,0,0,0,0,0,0
254,37,0,0,0,0,0,0,0,0,0,0
1723,21,0,0,0,0,0,0,0,0,0,0
1446,39,0,0,0,0,0,0,0,0,0,0
1105,43,0,0,0,0,0,0,0,0,0,0
805,39,0,0,0,0,0,0,0,0,0,0
1197,77,0,0,0,0,0,0,0,0,0,0
248,37,0,0,0,0,0,0,0,0,0,0
1648,77,0,0,0,0,0,0,0,0,0,0
1208,21,0,0,0,0,0,0,0,0,0,0
995,43,0,0,0,0,0,0,0,0,0,0
1032,22,0,0,0,0,0,0,0,0,0,0
1446,16,0,0,0,0,0,0,0,0,0,0
1335,47,0,0,0,0,0,0,0,0,0,0
1028,38,0,0,0,0,0,0,0,0,0,0
774,81,0,0,0,0,0,0,0,0,0,0
747,31,0,0,0,0,0,0,0,0,0,0
1520,63,0,0,0,0,0,0,0,0,0,0
1093,31,0,0,0,0,0,0,0,0,0,0
774,38,0,0,0,0,0,0,0,0,0,0
1570,13,0,0,0,0,0,0,0,0,0,0
1723,80,0,0,0,0,0,0,0,0,0,0
1233,63,0,0,0,0,0,0,0,0,0,0
1224,15,0,0,0,0,0,0,0,0,0,0
703,80,0,0,0,0,0,0,0,0,0,0
1105,81,0,0,0,0,0,0,0,0,0,0
796,22,0,0,0,0,0,0,0,0,0,0
904,38,0,0,0,0,0,0,0,0,0,0
1723,70,0,0,0,0,0,0,0,0,0,0
1446,43,0,0,0,0,0,0,0,0,0,0
1274,15,0,0,0,0,0,0,0,0,0,0
474,63,0,0,0,0,0,0,0,0,0,0
248,39,0,0,0,0,0,0,0,0,0,0
1044,81,0,0,0,0,0,0,0,0,0,0
1520,21,0,0,0,0,0,0,0,0,0,0
217,75,0,0,0,0,0,0,0,0,0,0
1335,39,0,0,0,0,0,0,0,0,0,0
953,81,0,0,0,0,0,0,0,0,0,0
1208,22,0,0,0,0,0,0,0,0,0,0
474,31,0,0,0,0,0,0,0,0,0,0
1600,31,0,0,0,0,0,0,0,0,0,0
322,21,0,0,0,0,0,0,0,0,0,0
969,31,0,0,0,0,0,0,0,0,0,0
1233,31,0,0,0,0,0,0,0,0,0,0
1208,38,0,0,0,0,0,0,0,0,0,0
995,39,0,0,0,0,0,0,0,0,0,0
1044,63,0,0,0,0,0,0,0,0,0,0
254,70,0,0,0,0,0,0,0,0,0,0
796,16,0,0,0,0,0,0,0,0,0,0
1648,54,0,0,0,0,0,0,0,0,0,0
1197,16,0,0,0,0,0,0,0,0,0,0
953,81,0,0,0,0,0,0,0,0,0,0
254,21,0,0,0,0,0,0,0,0,0,0
254,37,0,0,0,0,0,0,0,0,0,0
1571,38,0,0,0,0,0,0,0,0,0,0
747,20,0,0,0,0,0,0,0,0,0,0
1233,37,0,0,0,0,0,0,0,0,0,0
1648,3,0,0,0,0,0,0,0,0,0,0
1105,19,0,0,0,0,0,0,0,0,0,0
819,15,0,0,0,0,0,0,0,0,0,0
1446,63,0,0,0,0,0,0,0,0,0,0
322,31,0,0,0,0,0,0,0,0,0,0
1561,47,0,0,0,0,0,0,0,0,0,0
1600,37,0,0,0,0,0,0,0,0,0,0
1561,15,0,0,0,0,0,0,0,0,0,0
248,43,0,0,0,0,0,0,0,0,0,0
1335,13,0,0,0,0,0,0,0,0,0,0
1570,38,0,0,0,0,0,0,0,0,0,0
1208,43,0,0,0,0,0,0,0,0,0,0
340,15,0,0,0,0,0,0,0,0,0,0
322,7,0,0,0,0,0,0,0,0,0,0
1570,22,0,0,0,0,0,0,0,0,0,0
796,39,0,0,0,0,0,0,0,0,0,0
774,38,0,0,0,0,0,0,0,0,0,0
1445,75,0,0,0,0,0,0,0,0,0,0
1723,63,0,0,0,0,0,0,0,0,0,0
969,70,0,0,0,0,0,0,0,0,0,0
1335,75,0,0,0,0,0,0,0,0,0,0
904,63,0,0,0,0,0,0,0,0,0,0
805,63,0,0,0,0,0,0,0,0,0,0
322,43,0,0,0,0,0,0,0,0,0,0
535,39,0,0,0,0,0,0,0,0,0,0
1446,54,0,0,0,0,0,0,0,0,0,0
747,63,0,0,0,0,0,0,0,0,0,0
1446,39,0,0,0,0,0,0,0,0,0,0
424,43,0,0,0,0,0,0,0,0,0,0
953,70,0,0,0,0,0,0,0,0,0,0
1208,15,0,0,0,0,0,0,0,0,0,0
1197,37,0,0,0,0,0,0,0,0,0,0
1335,81,0,0,0,0,0,0,0,0,0,0
1197,80,0,0,0,0,0,0,0,0,0,0
1368,39,0,0,0,0,0,0,0,0,0,0
1208,31,0,0,0,0,0,0,0,0,0,0
1561,43,0,0,0,0,0,0,0,0,0,0
1520,37,0,0,0,0,0,0,0,0,0,0
535,75,0,0,0,0,0,0,0,0,0,0
1368,19,0,0,0,0,0,0,0,0,0,0
819,57,0,0,0,0,0,0,0,0,0,0
424,3,0,0,0,0,0,0,0,0,0,0
805,48,0,0,0,0,0,0,0,0,0,0
995,19,0,0,0,0,0,0,0,0,0,0
1028,16,0,0,0,0,0,0,0,0,0,0
668,39,0,0,0,0,0,0,0,0,0,0
322,39,0,0,0,0,0,0,0,0,0,0
904,77,0,0,0,0,0,0,0,0,0,0
1274,81,0,0,0,0,0,0,0,0,0,0
1274,77,0,0,0,0,0,0,0,0,0,0
322,22,0,0,0,0,0,0,0,0,0,0
1335,16,0,0,0,0,0,0,0,0,0,0
1274,38,0,0,0,0,0,0,0,0,0,0
1723,77,0,0,0,0,0,0,0,0,0,0
248,77,0,0,0,0,0,0,0,0,0,0
1028,43,0,0,0,0,0,0,0,0,0,0
1032,21,0,0,0,0,0,0,0,0,0,0
1335,20,0,0,0,0,0,0,0,0,0,0
1561,39,0,0,0,0,0,0,0,0,0,0
904,57,0,0,0,0,0,0,0,0,0,0
805,37,0,0,0,0,0,0,0,0,0,0
1224,37,0,0,0,0,0,0,0,0,0,0
1561,15,0,0,0,0,0,0,0,0,0,0
1044,38,0,0,0,0,0,0,0,0,0,0
1446,22,0,0,0,0,0,0,0,0,0,0
1093,48,0,0,0,0,0,0,0,0,0,0
953,43,0,0,0,0,0,0,0,0,0,0
254,19,0,0,0,0,0,0,0,0,0,0
1233,21,0,0,0,0,0,0,0,0,0,0
1648,37,0,0,0,0,0,0,0,0,0,0
774,70,0,0,0,0,0,0,0,0,0,0
248,39,0,0,0,0,0,0,0,0,0,0
774,15,0,0,0,0,0,0,0,0,0,0
1446,13,0,0,0,0,0,0,0,0,0,0
1445,19,0,0,0,0,0,0,0,0,0,0
1600,37,0,0,0,0,0,0,0,0,0,0
535,85,0,0,0,0,0,0,0,0,0,0
1446,39,0,0,0,0,0,0,0,0,0,0
1561,22,0,0,0,0,0,0,0,0,0,0
1197,16,0,0,0,0,0,0,0,0,0,0
248,63,0,0,0,0,0,0,0,0,0,0
774,16,0,0,0,0,0,0,0,0,0,0
474,85,0,0,0,0,0,0,0,0,0,0
1274,81,0,0,0,0,0,0,0,0,0,0
340,21,0,0,0,0,0,0,0,0,0,0
340,57,0,0,0,0,0,0,0,0,0,0
1233,37,0,0,0,0,0,0,0,0,0,0
1520,22,0,0,0,0,0,0,0,0,0,0
805,85,0,0,0,0,0,0,0,0,0,0
995,7,0,0,0,0,0,0,0,0,0,0
819,39,0,0,0,0,0,0,0,0,0,0
1520,77,0,0,0,0,0,0,0,0,0,0
1561,21,0,0,0,0,0,0,0,0,0,0
1446,39,0,0,0,0,0,0,0,0,0,0
340,75,0,0,0,0,0,0,0,0,0,0
1093,22,0,0,0,0,0,0,0,0,0,0
322,80,0,0,0,0,0,0,0,0,0,0
340,3,0,0,0,0,0,0,0,0,0,0
1570,48,0,0,0,0,0,0,0,0,0,0
1570,19,0,0,0,0,0,0,0,0,0,0
1571,47,0,0,0,0,0,0,0,0,0,0
424,38,0,0,0,0,0,0,0,0,0,0
1368,43,0,0,0,0,0,0,0,0,0,0
1446,47,0,0,0,0,0,0,0,0,0,0
1368,15,0,0,0,0,0,0,0,0,0,0
842,15,0,0,0,0,0,0,0,0,0,0
1224,85,0,0,0,0,0,0,0,0,0,0
248,19,0,0,0,0,0,0,0,0,0,0
1032,43,0,0,0,0,0,0,0,0,0,0
904,47,0,0,0,0,0,0,0,0,0,0
1044,15,0,0,0,0,0,0,0,0,0,0
1335,22,0,0,0,0,0,0,0,0,0,0
535,43,0,0,0,0,0,0,0,0,0,0
1274,15,0,0,0,0,0,0,0,0,0,0
1093,48,0,0,0,0,0,0,0,0,0,0
1561,21,0,0,0,0,0,0,0,0,0,0
1446,77,0,0,0,0,0,0,0,0,0,0
1197,43,0,0,0,0,0,0,0,0,0,0
1368,85,0,0,0,0,0,0,0,0,0,0
474,22,0,0,0,0,0,0,0,0,0,0
1208,63,0,0,0,0,0,0,0,0,0,0
904,77,0,0,0,0,0,0,0,0,0,0
1446,57,0,0,0,0,0,0,0,0,0,0
424,15,0,0,0,0,0,0,0,0,0,0
322,15,0,0,0,0,0,0,0,0,0,0
1028,48,0,0,0,0,0,0,0,0,0,0
1233,3,0,0,0,0,0,0,0,0,0,0
969,47,0,0,0,0,0,0,0,0,0,0
1028,38,0,0,0,0,0,0,0,0,0,0
1233,85,0,0,0,0,0,0,0,0,0,0
747,57,0,0,0,0,0,0,0,0,0,0
953,3,0,0,0,0,0,0,0,0,0,0
1224,19,0,0,0,0,0,0,0,0,0,0
1044,20,0,0,0,0,0,0,0,0,0,0
322,47,0,0,0,0,0,0,0,0,0,0
703,85,0,0,0,0,0,0,0,0,0,0
904,38,0,0,0,0,0,0,0,0,0,0
995,31,0,0,0,0,0,0,0,0,0,0
747,75,0,0,0,0,0,0,0,0,0,0
904,70,0,0,0,0,0,0,0,0,0,0
217,15,0,0,0,0,0,0,0,0,0,0
1197,7,0,0,0,0,0,0,0,0,0,0
1335,77,0,0,0,0,0,0,0,0,0,0
1335,85,0,0,0,0,0,0,0,0,0,0
904,21,0,0,0,0,0,0,0,0,0,0
254,16,0,0,0,0,0,0,0,0,0,0
904,43,0,0,0,0,0,0,0,0,0,0
248,31,0,0,0,0,0,0,0,0,0,0
1044,21,0,0,0,0,0,0,0,0,0,0
1570,19,0,0,0,0,0,0,0,0,0,0
953,19,0,0,0,0,0,0,0,0,0,0
1028,43,0,0,0,0,0,0,0,0,0,0
774,70,0,0,0,0,0,0,0,0,0,0
904,70,0,0,0,0,0,0,0,0,0,0
1224,37,0,0,0,0,0,0,0,0,0,0
904,13,0,0,0,0,0,0,0,0,0,0
1105,19,0,0,0,0,0,0,0,0,0,0
703,37,0,0,0,0,0,0,0,0,0,0
796,81,0,0,0,0,0,0,0,0,0,0
1561,54,0,0,0,0,0,0,0,0,0,0
703,19,0,0,0,0,0,0,0,0,0,0
904,77,0,0,0,0,0,0,0,0,0,0
1368,80,0,0,0,0,0,0,0,0,0,0
995,75,0,0,0,0,0,0,0,0,0,0
1723,48,0,0,0,0,0,0,0,0,0,0
703,20,0,0,0,0,0,0,0,0,0,0
1208,63,0,0,0,0,0,0,0,0,0,0
322,80,0,0,0,0,0,0,0,0,0,0
703,39,0,0,0,0,0,0,0,0,0,0
1520,81,0,0,0,0,0,0,0,0,0,0
1028,20,0,0,0,0,0,0,0,0,0,0
1571,21,0,0,0,0,0,0,0,0,0,0
1233,70,0,0,0,0,0,0,0,0,0,0
1197,70,0,0,0,0,0,0,0,0,0,0
